idx,id,stratum,source_entity,target_entity,qual_score,independent_sources,evidence_excerpt,core120b_decision,core120b_conf,core120b_rationale,slm8b_decision,slm8b_conf,slm8b_rationale,nemotron_decision,nemotron_conf,nemotron_rationale,gptoss_decision,gptoss_conf,gptoss_rationale
95,4db98e5a-fda5-4e7a-88aa-c6793339d467,S3_high,Stade,Turkey,0.533,2,"**The main suspect in the deadly shooting at a welfare facility in the German city of Stade is a 45-year-old man with Turkish roots,** head of the Luneburg Police Directorate Kathrin Schuol has told reporters. She also said that a child custody dispute involving the suspect’s three-months-old girl, ",REJECT,,Stade and Turkey linked only via suspect's ancestry,LocatedIn,0.85,Main suspect in Stade shooting has Turkish roots,AffiliatedWith,0.6,Suspect in Stade attack has Turkish roots,REJECT,,"Suspect’s Turkish roots, no direct Stade‑Turkey link"
96,5283aad3-f07e-4ea1-a1c5-8a8ef4580efd,S3_high,Reform,Restore,0.4753,2,"UK far-right leaders could hold talks after coalition proposal — Reform UK leader Nigel Farage says he contacted Restore UK leader Rupert Lowe following a public appeal to unite the two parties co_mentioned: Nigel Farage, Rupert Lowe, United Kingdom",AlliedWith,0.6,Farage contacted Lowe to unite parties,AlliedWith,0.85,Farage contacted Lowe after a public appeal to unite the parties,AlliedWith,0.75,Leaders contacted to unite parties per public appeal,AlliedWith,0.65,"Far‑right leaders discuss coalition, Reform contacts Restore"
97,52cf89d7-508f-4596-8ca1-0c28a90157d1,S3_high,Montenegro,the Islamic Republic of Iran,0.5069,2,"🎙 **Iranian envoy, president of Montenegro stress expansion of bilateral ties** 📌 Tehran, IRNA – The accredited ambassador of the Islamic Republic of Iran to Montenegro, while presenting his credentials during a meeting with that country's president, emphasized that Iran is determined to develop and",InvolvedIn,0.6,Iranian envoy met Montenegro president to expand ties,PartyTo,0.85,Iran's envoy emphasized expanding bilateral ties with Montenegro,AlliedWith,0.7,Iranian envoy stressed expansion of bilateral ties with Montenegro's president,AlliedWith,0.65,Iranian envoy meets Montenegro president to expand bilateral ties
98,53caaebb-8e43-4f10-b75a-ffa8f7959001,S3_high,Malaysia,Pakatan Harapan,0.5225,2,"Commentary: With PH’s Negeri Sembilan defeat, PM Anwar is running out of states and time — Prime Minister Anwar Ibrahim’s Pakatan Harapan coalition losing in the latest state polls is not an isolated incident. It is the third and most devastating strike in a series that has transformed the political",LocatedIn,0.9,Pakatan Harapan located in Malaysia,MemberOf,0.85,Pakatan Harapan is a coalition led by Malaysia's Prime Minister Anwar Ibrahim,OperatesIn,0.85,Pakatan Harapan coalition operates within Malaysia's political system,OperatesIn,0.9,Pakatan Harapan is located and operates within Malaysia
99,57fd6c20-7fe5-4f8e-893b-05128d5c19c7,S3_high,Belgium,Jasper Philipsen,0.4753,2,[**Philipsen wins Tour de France 17th stage as Pogacar retains overall lead**](https://f24.my/C4NV.g) Belgium's Jasper Philipsen won the 17th stage of the 2026 Tour de France on Wednesday with a comfortable lead ahead of Mauro Schmid and Olav Kooij at the end of the Alpine stage. While Tadej Pogacar,REJECT,,Only co-mentioned in race report,LocatedIn,0.85,Philipsen is a Belgian cyclist,LocatedIn,0.9,Belgium's Jasper Philipsen won Tour de France stage,REJECT,,No substantive link beyond nationality
100,58ca0500-7d59-45d3-8b29-47ae30bfdc61,S3_high,North Africa,Tunisia,0.4594,2,"Sovereignty, sarcasm, blame: How North Africa reacted to Ceuta crisis — Morocco's press framed Ceuta as a sovereignty question, Algerian media accused Rabat of ""weaponising"" migration, and Tunisian social media responded with dark humour, as the region's own economic and political crises remained in",REJECT,,"Region mention, no directed link",REJECT,,"North Africa is a geographic region, not a country that can have relationships",REJECT,,"North Africa and Tunisia co-mentioned in regional reaction, no direct link",PartOf,0.6,Tunisia is a country within the North Africa region
101,58d2ec95-2817-486b-b816-0d0bb5dd3359,S3_high,Iran,two weeks ago,0.5353,2,"Prisoners at Iran’s largest jail sew lips shut in hunger strike as executions soar — <p>At least 1,500 protest after six men on drug-related charges put in solitary confinement before possible execution</p><p>Prisoners at Iran’s largest jail have sewn their lips shut as hundreds of them joined a mas",REJECT,,"Temporal phrase, not an entity",REJECT,,"Two weeks ago is a time period, not an entity that can have relationships",REJECT,,"Iran and time phrase 'two weeks ago' co-mentioned, no entity relationship",REJECT,,"Entity B is a time reference, not a counterpart"
102,67e3735c-056e-4586-bee4-b0fc87ff57e4,S3_high,Brownsville,Saronic,0.5069,2,"Drone Ship Maker Saronic Announces New $3B Shipyard In Texas Capable of Building 850-Foot Vessels — <p>Saronic has been making headlines with its drone boats, but its Texas shipyard supersizes its nautical ambitions.</p> <p>The post <a href=""https://www.twz.com/sea/drone-ship-maker-saronic-announces",REJECT,,No explicit link to Brownsville,LocatedIn,0.85,"Saronic is announcing a new shipyard in Brownsville, Texas",LocatedIn,0.85,"Saronic announces new shipyard in Brownsville, Texas",REJECT,,No evidence linking Brownsville to Saronic shipyard
103,7404961a-a2e8-49f9-a572-90d47728eb7c,S3_high,International Red Cross Committee,Russia,0.4846,2,❗️**Key takeaways from Russian Foreign Minister Sergey Lavrov’s statements at a meeting with International Red Cross Committee (ICRC) President Mirjana Spoljaric**: ▪️Russia supports a stronger role for the ICRC based on the principles of impartiality and independence ▪️Moscow values that the commit,InvolvedIn,0.65,Lavrov expressed support for ICRC role,MemberOf,0.85,Russia supports a stronger role for the ICRC based on the principles of impartiality and independence,PartyTo,0.8,"Russia met with ICRC president, discussed compliance and principles",InvolvedIn,0.6,Russia expresses support for ICRC’s stronger role
104,7d6f1250-f817-42e4-bdf7-e070d0fdbfc7,S3_high,Identity and Democracy,National Rally,0.4846,2,"[**Searches at France's National Rally, and in other EU countries, over alleged far-right embezzlement**](https://f24.my/C1dW.g) Searches are currently taking place “in France and other European countries” following suspicions of the misappropriation of European funds by the Identity and Democracy (",AffiliatedWith,0.85,National Rally member of ID group,MemberOf,0.85,National Rally was a member of the Identity and Democracy group of MEPs,AffiliatedWith,0.9,National Rally was a member of the Identity and Democracy group,PartOf,0.9,National Rally is a member of the Identity and Democracy group
105,7df920ba-8077-4e8c-affe-18af3e8df9dd,S3_high,IRNA,Ministry of Commerce,0.5141,2,"Pakistan to host Iran for talks on free trade, investment cooperation — Islamabad, IRNA – Pakistan is slated to host Iran’s minister of industry, mine and trade for the 10th Joint Trade Committee meeting in Islamabad, with discussions expected to center on a free trade agreement and closer economic ",REJECT,,No direct relationship indicated,MemberOf,0.85,IRNA is a news agency of the Ministry of Commerce of Iran,InvolvedIn,0.75,IRNA reported on Pakistan hosting Iran for talks with Ministry of Commerce,REJECT,,IRNA and Ministry of Commerce not shown in a direct relationship
106,7e3c9a64-395a-4ea7-8465-bafae0cc0a68,S3_high,Ivan Mazepa,Mazepa,0.4846,2,"‘Lenin was an enemy of humanity’: Why Kyiv wants to put Cossack chief statue in place of Soviet leader — <p>Removal of Soviet-era statues sped up when Russia seized Crimea in 2014, and since Putin’s 2022 invasion has moved at pace as Ukrainians question their identity</p><p>Since 2013 the plinth at ",REJECT,,"Identical name, no distinct link",REJECT,,"Ivan Mazepa and Mazepa are the same entity, and the relationship is not clear",AffiliatedWith,0.85,Ivan Mazepa is the Cossack chief after whom Mazepa statue is named,REJECT,,Ivan Mazepa and Mazepa lack a defined relational context
107,8354f278-3dbc-405d-b1a4-408504fc9d18,S3_high,Domodedovo,Russia,0.5292,2,"Kommersant: Russia’s General Prosecutor’s Office fires its ‘chief specialist’ in asset confiscation — <p>Russia’s Prosecutor General’s Office has fired Sergei Bochkarev, head of its main civil litigation department, the Russian business daily Kommersant reported, citing several sources. The paper de",LocatedIn,0.9,Domodedovo airport situated in Russia,REJECT,,The relationship between Domodedovo and Russia is not clear,LocatedIn,0.85,Domodedovo is location where Russia's Prosecutor General's Office operates,REJECT,,Domodedovo mentioned without indicating location relationship to Russia
108,88060751-bbe8-4c5f-947f-ad58d86f18e9,S3_high,Spain,Western Sahara,0.4325,2,"Spain PM Sanchez visits Algeria for first time in four years as ties thaw — Spain’s Prime Minister Pedro Sanchez on Monday visited Algeria for the first time in four years in a bid to mend diplomatic ties between the two countries after they were frayed by a row over Western Sahara. In 2022, Madrid ",InvolvedIn,0.7,"Spain backs Morocco claim, opposing Western Sahara's position",HostileTo,0.85,Spain backed Morocco's sovereignty claim,REJECT,,Co-mention only; no direct relationship between Spain and Western Sahara stated.,HostileTo,0.6,"Spain backs Morocco, opposing Western Sahara's independence"
109,8fb08259-d81b-4b8e-b1ac-21015c4e18a0,S3_high,Iraq,pro - Iranian,0.4976,2,"بين واشنطن وطهران.. هل يستطيع العراق كبح الفصائل المسلحة؟ — يواجه رئيس وزراء العراق معضلة كبح الفصائل المسلحة الموالية لإيران دون جر بلاده لصدام داخلي أو إقليمي، مع السعي لتعزيز مؤسسات الدولة وتنويع الشراكات الخارجية، وتقليص الارتهان للتنافس بين واشنطن وطهران. co_mentioned: Tehran, Washington",HostileTo,0.7,Iraq aims to curb armed groups loyal to Iran,HostileTo,0.85,Iraq faces a dilemma in countering pro-Iranian militias,InvolvedIn,0.65,Iraq government seeks to curb pro-Iranian armed factions per evidence.,HostileTo,0.6,Iraq seeks to curb Iran-aligned armed groups
110,92b32b38-37ec-4379-80e4-86ceb85e59dc,S3_high,Cotonou,Istanbul,0.4846,2,Italian Navy Boards Sanctioned Shadow Fleet Tanker Under Operation IRINI — <p>The Italian Navy’s PPA ITS Thaon di Revel has boarded the EU-sanctioned Shadow Fleet tanker Toa Payoh in the central Mediterranean during an Operation EUNAVFOR MED IRINI mission. The inspection took place on 2 August in in,REJECT,,No substantive link between Cotonou and Istanbul,REJECT,,Two ports mentioned in the same article,REJECT,,Co-mention only; no relationship between Cotonou and Istanbul stated.,REJECT,,No evidence of relationship
111,96617614-ee81-420b-bb0e-d788793ce269,S3_high,Stade,the Luneburg Police Directorate,0.4753,2,"**The main suspect in the deadly shooting at a welfare facility in the German city of Stade is a 45-year-old man with Turkish roots,** head of the Luneburg Police Directorate Kathrin Schuol has told reporters. She also said that a child custody dispute involving the suspect’s three-months-old girl, ",REJECT,,No substantive relationship between Stade and Luneburg Police Directorate,Targets,0.85,The police directorate is investigating a deadly shooting in Stade,AffiliatedWith,0.85,Luneburg Police Directorate head commented on Stade shooting incident.,REJECT,,Only co-mentioned in shooting report
112,9b1213bc-2ae5-4bdb-b238-2dfc535d83c5,S3_high,Hanson,Pauline Hanson,0.5026,2,"Pauline Hanson’s comments on ‘good Muslims’ don’t breach hate speech laws, Australian federal police finds — <p>One Nation leader’s ‘how can you tell me there are good Muslims?’ remarks were the subject of complaints, but police say the matter has now been finalised</p><p>The Australian federal poli",REJECT,,"Hanson and Pauline Hanson are the same individual, no directed relation",REJECT,,Two individuals mentioned in the same article,LeaderOf,0.95,"Pauline Hanson is leader of One Nation, referred to as Hanson in evidence.",REJECT,,"Hanson refers to same person, no directed relation"
113,a0a3a964-8328-4e28-b15d-40fecbb59d98,S3_high,Bubiyan Island,Kuwait,0.4753,2,"Kuwait downs Iranian drones targeting country’s north, Bubiyan Island — Attack struck government facility in northern Kuwait plus vehicles belonging to civilian company on Bubiyan Island, says Defense Ministry co_mentioned: Defense Ministry, Iran",PartOf,0.9,Island is territory of Kuwait,HostileTo,0.85,Iranian drones targeted Kuwait,HostileTo,0.8,"Iranian drones attacked Kuwait, including Bubiyan Island per evidence.",PartOf,0.9,Bubiyan Island is part of Kuwait
114,a4ce7411-6e13-48fc-aa9d-56e01949886f,S3_high,Anapa,Krasnodar Region,0.5199,2,"▶️ **Russian Federal Security Service officers have detained a 46-year-old Russian citizen on suspicion of high treason for collecting information for the Security Service of Ukraine on the location of Russian Defense Ministry units and energy infrastructure facilities in the Krasnodar Region,** the",PartOf,0.9,Anapa lies within the Krasnodar Region,LocatedIn,0.85,The Russian Federal Security Service operates in Krasnodar Region,LocatedIn,0.9,Anapa resident detained for spying in Krasnodar Region per evidence.,PartOf,0.9,Anapa lies within Krasnodar Region
115,a83218c2-2980-4d99-91b5-9dfcea004bb5,S3_high,Damascus,Jordan,0.5208,2,"من عمّان والدوحة ودمشق إلى كاراكاس.. فرق عربية تلاحق الحياة تحت الأنقاض — فرق إنقاذ عربية من الأردن وقطر وسوريا تواصل عملياتها في كاراكاس بعد زلزالي فنزويلا، بين إنقاذ طفل وانتشال ضحايا وتقديم دعم طبي ولوجستي. co_mentioned: Amman, Arab, Caracas, Doha, Qatar, Syria",REJECT,,No direct relationship between Damascus and Jordan,REJECT,,Multiple countries mentioned in the same article,AffiliatedWith,0.75,Arab rescue teams from Jordan and Syria (Damascus) operated together in Caracas.,REJECT,,Only co-mentioned in rescue teams article
116,a8a708a9-fb9f-4377-85e6-08134e8f4743,S3_high,Gholam - Ali Haddad - Adel,IRNA,0.4918,2,"📡 **Martyr Ayatollah Khamenei’s decisions were based on wisdom: Veteran politician** 📌 Tehran, IRNA – Gholam-Ali Haddad Adel, a veteran politician and member of the Supreme Council of Cultural Revolution, says Martyr Ayatollah Seyyed Ali Khamenei used to make decisions based on wisdom, despite polit",AffiliatedWith,0.6,Politician quoted in IRNA report,REJECT,,Two organizations mentioned in the same article,AffiliatedWith,0.85,Gholam-Ali Haddad Adel spoke to IRNA as a veteran politician per evidence.,AffiliatedWith,0.6,IRNA published his statements
117,a9311214-1a4a-47a2-a599-82a6bb223cac,S3_high,Bab al -,Houthi,0.4976,2,"Houthis weigh fees on commercial ships crossing Bab al-Mandeb — <article class=""live-blog-update default clearfix""> <h2> <a href=""https://www.middleeasteye.net/live-blog/live-blog-update/houthis-weigh-fees-commercial-ships-crossing-bab-al-mandeb"" rel=""bookmark""> <span class=""field field-title"">Houth",InvolvedIn,0.6,Houthis impose fees on ships crossing the strait,LocatedIn,0.85,Houthis weigh fees on commercial ships crossing Bab al-Mandeb,ConductedVia,0.8,Houthis weigh fees on ships crossing Bab al-Mandeb per evidence.,REJECT,,No clear directed relationship
118,ae039087-2c39-43b3-9bc8-bd0ee62b5f1a,S3_high,Ansarullah,Sana'a,0.5249,2,"Ansarullah leader ties Riyadh to Epstein as Yemen locks in naval blockade — TEHRAN — Hundreds of thousands of residents of Sana’a and surrounding areas gathered in Sab’een Square on Friday amid heavy rainfall, chanting in defense of the resistance and the Yemeni armed forces. co_mentioned: Epstein, ",REJECT,,No direct link between Ansarullah and Sana'a,LocatedIn,0.85,Ansarullah leader ties Riyadh to Epstein as Yemen locks in naval blockade,REJECT,,Ansarullah leader tied Riyadh to Epstein as Yemen locks in naval blockade; Sana'a is Yemen's capital.,OperatesIn,0.6,Group active in Sana'a area
119,b448210c-9596-4ad3-a1c5-9ba2bd355cd8,S3_high,Croatia,the World Cup,0.4991,2,"**Что происходит на ЧМ? Суперкоротко** ✹ Англия занимает первое место в группе, Хорватия — второе (и тоже проходит в 1/16), а Узбекистан летит домой после проигрыша ДР Конго. ✹ Месси выходит на замену за полчаса до конца матча с Иорданией и забивает свой шестой мяч на этом чемпионате (он лучший бомб",InvolvedIn,0.9,Croatia competes in the World Cup tournament,REJECT,,Two entities mentioned in the same article,REJECT,,"Croatia participated in the World Cup per evidence (group stage, advanced).",REJECT,,Croatia competes in the World Cup
120,b4d1c2d4-dfb1-41ad-939f-78c1536932e4,S3_high,HOCC,Houthis,0.4753,2,"Yemen's Houthis deny plans to impose fees on ships sailing through Red Sea — <img align=""right"" alt=""A satellite imagery shows Bab el Mandeb Strait, a key shipping waterway and the gateway to the Red Sea, as Iran threatens using Yemen"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/q_aut",REJECT,,"HOCC and Houthis only co-mentioned, no direct link.",REJECT,,No evidence of a relationship between HOCC and Houthis,REJECT,,HOCC mentioned but no relationship to Houthis described,REJECT,,"Only co-mention, no clear directed link"
121,b7b065b1-1f13-4e0d-8d98-b970ba0aa96b,S3_high,Caine,Donald Trump,0.5069,2,"**US Vice President JD Vance has expressed concern at a meeting at the White House about a possible escalation of the military conflict with Iran, CNN quoted sources as saying.** On Friday, at a meeting with the participation of US President Donald Trump, Vance and General Dan Caine, the chairman of",REJECT,,"Caine and Trump mentioned together, no actionable relationship.",InvolvedIn,0.85,Caine and Trump discussed a potential escalation of the conflict with Iran,AffiliatedWith,0.65,Caine serves as Joint Chiefs chairman under Trump,CoOccursWith,0.6,Caine met Trump at White House meeting
122,b7d25fcd-b723-475e-a84d-5aac2b7293ea,S3_high,Trump,irans,0.5069,2,"US strikes Iran’s Revolutionary Guards in ‘powerful response’ to attacks on its forces — <p>Command centers and other sites hit, says CENTCOM; Trump said 'exasperated' by war's lack of progress</p> <p>The post <a href=""https://www.timesofisrael.com/us-strikes-irans-revolutionary-guards-in-powerful-r",REJECT,,"Trump comment on Iran, not a direct hostile action.",HostileTo,0.85,Trump said he was 'exasperated' by the war's lack of progress and the US struck Iran's Revolutionary Guards,HostileTo,0.7,Trump authorized strikes against Iran's Revolutionary Guards,HostileTo,0.6,Trump expressed hostility toward Iran after strikes
123,b8514476-6da2-4d47-a30a-066ee5d637a7,S3_high,Muneo Suzuki,Russia,0.4846,2,"**Japan and Russia need to step up economic cooperation, and Japanese companies want to resume doing business with Russia,** lawmaker from the ruling Liberal Democratic Party Muneo Suzuki told TASS. “We need to step up economic cooperation,” he said, recalling the visit to Moscow in May by officials",REJECT,,"Suzuki expresses desire, not an established partnership with Russia.",AffiliatedWith,0.85,Suzuki said Japan and Russia need to step up economic cooperation,AffiliatedWith,0.6,Suzuki advocates for Japan-Russia economic cooperation,REJECT,,"Statement of cooperation, no formal relationship"
124,bb729fc0-9097-45fc-bdc8-437130b0eaae,S3_high,Benjamin Netanyahu,the Abraham Accords,0.5107,2,"Netanyahu arrives in Washington ahead of meeting with Trump — <article class=""live-blog-update default clearfix""> <h2> <a href=""https://www.middleeasteye.net/live-blog/live-blog-update/netanyahu-arrives-washington-ahead-meeting-trump"" rel=""bookmark""> <span class=""field field-title"">Netanyahu arrives",REJECT,,Netanyahu arrival unrelated to Abraham Accords.,MemberOf,0.85,Netanyahu arrived in Washington ahead of a meeting with Trump,AffiliatedWith,0.6,Netanyahu engages with Abraham Accords framework,REJECT,,No evidence linking Netanyahu to Abraham Accords
125,bdb7b44c-a5f0-4112-8d2b-8bc9c04dae2c,S3_high,Kathmandu,all - Nepalese,0.4753,2,"Avalanche in Pakistan kills famed mountaineer Nirmal Purja and his fellow climbers — A mountaineering team with climbers from around the world, including the U.S., was attempting to climb one of the tallest peaks on earth. co_mentioned: Mount K2, Nepal, Nirmal Purja, United States",LocatedIn,0.7,Kathmandu is located within Nepalese region per fact.,REJECT,,"Kathmandu and all-Nepalese are geographically related, but no meaningful relationship exists",LocatedIn,0.9,Kathmandu is located in Nepal,REJECT,,Unrelated geographic mention
126,bf0e333c-40f5-426a-8120-70985c900e48,S3_high,Red Crescent,the Iranian Red Crescent Society,0.5225,2,"The day I experienced solidarity and social unity — TEHRAN – As a volunteer with the Iranian Red Crescent Society, I was assigned to a shift in Tehran's District 22 and headed there with another volunteer. When we arrived, our station had not yet been prepared. The district municipality—which had re",REJECT,,Red Crescent and Iranian Red Crescent Society merely co-mentioned.,AffiliatedWith,0.85,The Iranian Red Crescent Society is mentioned as a volunteer organization,AffiliatedWith,0.85,Red Crescent volunteer references Iranian Red Crescent Society,AffiliatedWith,0.6,Red Crescent supports Iranian branch
127,c1c21ea5-61f4-4268-abe9-93b15443ad5c,S3_high,Bundibugyo,DR Congo,0.4411,2,"DR Congo Ebola outbreak becomes world's second-largest ever — DR Congo’s fast-spreading Ebola outbreak has exceeded 3,500 cases, overtaking the country’s deadliest epidemic and becoming the world’s second-largest ever. The Bundibugyo strain has no approved vaccine or treatment.",LocatedIn,0.8,Bundibugyo district lies within DR Congo per fact.,LocatedIn,0.85,Bundibugyo is mentioned as a location in DR Congo,LocatedIn,0.9,Bundibugyo strain identified in DR Congo outbreak,LocatedIn,0.85,Bundibugyo located within DR Congo
128,c2e0de12-4243-45ab-92f4-3ce7c28c8be3,S3_high,FSB,Five Eyes,0.4753,2,"The Five Eyes intelligence-sharing alliance, which brings together around 20 intelligence agencies from the United States, the United Kingdom, Canada, Australia and New Zealand, encourages ordinary citizens to volunteer sensitive intelligence, an operative of Russia’s Federal Security Service (FSB) ",REJECT,,"FSB and Five Eyes mentioned together, no direct relationship.",InvolvedIn,0.85,An FSB operative mentioned the Five Eyes alliance,HostileTo,0.6,FSB operative criticizes Five Eyes intelligence alliance,REJECT,,Only co-mention of FSB and Five Eyes
129,c70a4c34-755e-4eb9-9936-82c4f198bdb0,S3_high,Alexey Kondratyev,Kiev,0.4753,2,"Kiev targets children with drones while Moscow never attacks civilians — Russian senator — This requires an international investigation, Alexey Kondratyev said co_mentioned: Moscow, Russia",REJECT,,"Kondratyev comments on Kiev, no direct interaction.",MemberOf,0.85,Kondratyev mentioned Kiev as a location,HostileTo,0.6,Kondratyev accuses Kiev of targeting children with drones,REJECT,,"Comment only, no direct action"
130,cd3cab30-5c92-49f6-88cc-49091f0f9ef1,S3_high,London,the British Museum,0.4846,2,"The Bayeux Tapestry in London: 'A diplomatic operation that almost never happened' — Nearly 1,000 years after chronicling the Norman conquest of England, the Bayeux Tapestry is making history once again. The fragile 11th-century embroidery has arrived in London on an unprecedented loan to the Britis",LocatedIn,0.8,British Museum is situated in London per loan description.,LocatedIn,0.85,The Bayeux Tapestry is on loan to the British Museum in London,LocatedIn,0.85,Bayeux Tapestry on loan to British Museum in London,LocatedIn,0.6,British Museum located in London
131,d29a3495-d5f8-4772-adeb-9559a7db85dc,S3_high,Bastille Day,Paris,0.5069,2,"Spectacular drones and fireworks illuminate Eiffel Tower ahead of Bastille Day — Paris staged an early Eiffel Tower fireworks and drone show, reserving Bastille Day to commemorate the 2016 Nice attack and its 86 victims. co_mentioned: Nice, the Eiffel Tower",LocatedIn,0.7,Bastille Day celebrations occur in Paris.,CoOccursWith,0.85,Bastille Day is mentioned as an event in Paris,LocatedIn,0.9,Bastille Day events staged in Paris,LocatedIn,0.6,Bastille Day celebrated in Paris
132,d3c4661a-a91e-49dc-880e-7fd197207af8,S3_high,Remco Evenepoel,Tour de France,0.4918,2,"[**Evenepoel beats Pogacar by seconds in stage 16 of Tour de France**](https://f24.my/C4HT.g) Olympic champion Remco Evenepoel powered to victory in the Tour de France's stage 16 time trial on Tuesday, beating overall leader Tadej Pogacar by 28 seconds to trim the Slovenian's advantage. 👉 **Read mor",OperatesIn,0.9,Evenepoel won a stage in the Tour de France.,PartOf,0.85,Evenepoel wins stage 16 of Tour de France,REJECT,,Evenepoel won a stage of the Tour de France,InvolvedIn,0.7,Evenepoel competed in Tour de France stage.
133,e74852f4-2cad-4ffe-a293-9fb4d83127fe,S3_high,Nazism,USSR,0.5409,2,"West saved Nazism, which was destroying USSR; Russia now finishing the job — Lavrov — The foreign minister emphasized that Russia should only rely on itself co_mentioned: Lavrov, Russia",HostileTo,0.6,Nazism described as destroying the USSR.,REJECT,,Lavrov's statement does not establish a relationship between Nazism and USSR,REJECT,,No meaningful relationship; only co-mentioned in Lavrov statement,REJECT,,No clear relationship between Nazism and USSR.
134,e7f9e8d9-4057-407a-a8d7-8d6a7b6e8e12,S3_high,European Championships,France,0.5353,2,"▶️ **The 2026 European Aquatics Championships kicks off in the French capital of Paris at the Paris Aquatic Center. Russia is competing at this edition of European Championships for the first time since 2021.** Video: Roman Shluinsky/TASS co_mentioned: European Aquatics Championships, Paris, Roman S",LocatedIn,0.9,"Championships held in Paris, France.",REJECT,,"European Aquatics Championships kicks off in Paris, France",LocatedIn,0.85,"2026 European Aquatics Championships to be held in Paris, France",LocatedIn,0.85,"Event takes place in Paris, France."
135,e8e57aa0-88fc-4216-be8d-7d7b7361ecfa,S3_high,Baresi,Milan,0.5069,2,"وفاء لتاريخه.. جماهير ميلان تطالب بتخليد اسم باريزي في سان سيرو — مطالبات جماهيرية واسعة بتخليد اسم الأسطورة الراحل فرانكو باريزي عبر إطلاق اسمه على جزء من ملعب &quot;سان سيرو&quot; أو مركز التدريب، وسط استعداد نادي ميلان لتنظيم وداع يليق بمسيرته التاريخية. co_mentioned: AC Milan, Franco Baresi, San",AffiliatedWith,0.85,"Baresi former player of AC Milan, linked to Milan.",MemberOf,0.85,"Baresi is a member of AC Milan, which is based in Milan",AffiliatedWith,0.9,"Baresi is a legend of AC Milan, which represents Milan",AffiliatedWith,0.6,"Baresi linked to AC Milan, based in Milan."
136,ebcd122d-8c29-477d-a998-1870096566bd,S3_high,Andrea Pirlo,Pirlo,0.4976,2,"Mancini reappointed Italy boss after Pirlo controversy — Roberto Mancini is appointed Italy manager for a second time - just a day after Andrea Pirlo rules himself out of the running for the job and technical director Paolo Maldini resigns. co_mentioned: Italy, Mancini, Paolo Maldini, Roberto Mancin",REJECT,,"Only co-mentioned, no distinct relationship.",REJECT,,Pirlo's decision to rule himself out of the running for the Italy job does not establish a relationship between Pirlo and Pirlo,REJECT,,Entity A and B refer to the same person; no relationship,REJECT,,"Entities identical, no meaningful directed relationship."
137,f427a913-e09e-434c-8ca3-11511f25b21f,S3_high,BTS,IShowSpeed,0.4241,2,"FIFA World Cup 2026 Final: IShowSpeed hypes BTS halftime show; backstage photo lights up X — <img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/132510894.cms"" style=""margin-top: 3px; margin-right: 5px;"" />Popular streamer IShowSpeed enjoyed one of the biggest mom",REJECT,,"Co-appearance, no directed link.",REJECT,,BTS performing at the FIFA World Cup halftime show does not establish a relationship between BTS and IShowSpeed,REJECT,,IShowSpeed watched BTS perform at FIFA World Cup 2026 halftime show,InvolvedIn,0.65,Streamer promoted BTS halftime performance.
138,f8a4dd9c-7cd2-4ddc-b8bd-2d9c8b9496a0,S3_high,Japan,NYK Line,0.5446,2,"The need for mine clearance in the Strait of Hormuz means that months will be needed to return navigation there to pre-war figures, CEO of Japan’s NYK Line Takaya Soga told Financial Times in an interview. The routes available for navigation are very narrow corridors, Soga told the newspaper. “We’re",REJECT,,"Company mentioned as Japanese, no directed action.",OperatesIn,0.85,NYK Line is a Japanese shipping company,REJECT,,"NYK Line is described as Japan’s NYK Line, indicating Japanese origin",AffiliatedWith,0.7,NYK Line is Japanese shipping company.
139,fdce1321-5b0c-4b06-8078-a48ae47fb42f,S3_high,Russia,The United Nations Security Council,0.4447,2,"UN Security Council to hold emergency meeting over Russian attacks on civilian vessels in Black Sea — The United Nations Security Council will hold an emergency meeting on Monday in response to Russian attacks on civilian vessels in the Black Sea. co_mentioned: Black Sea, UN Security Council",MemberOf,0.9,Russia holds permanent seat on UN Security Council.,MemberOf,0.85,Russia is a member of the UN Security Council,HostileTo,0.85,UNSC to hold emergency meeting over Russian attacks on civilian vessels,InvolvedIn,0.6,UNSC meeting addresses Russian attacks.
140,05f7724b-a889-4ebc-b07e-15eec9ad9150,S4_top,FIFA World Cup 2026,Mbappe,0.5723,2,"Mbappe and Dembele net as France beat Morocco to reach World Cup semifinal — France beat Morocco 2-0 in quartetfinals at FIFA World Cup 2026 and will meet Spain or Belgium next. co_mentioned: Belgium, Dembele, France",REJECT,,"Player mentioned in tournament, no directed relation.",PartOf,0.85,France is participating in the FIFA World Cup 2026,REJECT,,Mbappe scored in France's win at FIFA World Cup 2026,REJECT,,Direction unclear between tournament and player.
141,0e536967-fc62-40f0-b908-1ee8df8dda9c,S4_top,Asia,Beijing,0.7654,3,"❕**Key takeaways from statements by US Secretary of State Marco Rubio following his meeting with Russian Foreign Minister Sergey Lavrov in Manila:** ▪️Rubio discussed the US-Russia relations, the Ukraine conflict and other issues with Lavrov ▪️Rubio had a good and frank conversation with his Russian",REJECT,,No direct link between continent and city.,REJECT,,"Asia is not a specific location, and the statements do not establish a relationship between Asia and Beijing",REJECT,,No meaningful relationship; only co-mentioned in Rubio-Lavrov meeting context,REJECT,,No substantive link between Asia and Beijing.
